Country,Indicator,Last,Previous,Highest,Lowest,Date
Armenia,GDP,24.21,19.51,24.21,1.2,USD Billion
Armenia,GDP Constant Prices,2203040,1898500,2893836,743148,AMD Million
Armenia,Gross Fixed Capital Formation,438765,278441,855625,95230,AMD Million
Armenia,GDP per Capita,5566,5116,5566,792,USD
Armenia,GDP per Capita PPP,20781,19100,20781,2955,USD
Armenia,Full Year GDP Growth,8.7,12.6,14,-41.8,percent
Armenia,GDP from Agriculture,147502,66030,468358,50667,AMD Million
Armenia,GDP from Construction,132724,71848,298016,37721,AMD Million
Armenia,GDP from Manufacturing,237226,195305,337272,81803,AMD Million
Armenia,GDP from Mining,61219,60372,102328,20043,AMD Million
Armenia,GDP from Public Administration,102037,73766,154591,31259,AMD Million
Armenia,GDP from Services,60565,46866,60565,5296,AMD Million
Armenia,GDP from Transport,81983,75487,94157,24521,AMD Million
Armenia,GDP from Utilities,9194,8205,9372,2948,AMD Million
Armenia,Unemployment Rate,15.5,13.1,21.1,6.3,percent
Armenia,Unemployed Persons,41.3,42.2,128,41.3,Thousand
Armenia,Labor Force Participation Rate,57.7,59.5,65.9,54.8,percent
Armenia,Wages,286215,275654,333162,99553,AMD/Month
Armenia,Minimum Wages,75000,75000,75000,5000,AMD/Month
Armenia,Population,2.98,2.96,3.63,1.87,Million
Armenia,Retirement Age Women,63,63,63,63,Years
Armenia,Retirement Age Men,63,63,63,63,Years
Armenia,Employed Persons,1206,1140,1892,370,Thousand
Armenia,Wages in Manufacturing,222467,218938,232847,102644,AMD/Month
Armenia,Inflation Rate,1.3,1.4,22887,-5.52,percent
Armenia,Consumer Price Index CPI,154,154,159,0.03,points
Armenia,Core Consumer Prices,100,100,102,99.49,points
Armenia,Core Inflation Rate,0.3,0,10.5,-1.6,percent
Armenia,Producer Prices,124,125,127,89.7,points
Armenia,Export Prices,101,104,146,73,points
Armenia,Food Inflation,1,0.7,17.1,-7.79,percent
Armenia,Import Prices,105,100,117,85.5,points
Armenia,Inflation Rate MoM,0.1,-0.4,438,-5.5,percent
Armenia,Producer Prices Change,3.5,3.7,15.5,-7.7,percent
Armenia,Interest Rate,7.5,7.75,10.75,3,percent
Armenia,Money Supply M0,1784558,1691941,1922051,27571,AMD Million
Armenia,Money Supply M1,2107913,2065981,2107913,12820,AMD Million
Armenia,Money Supply M2,3647694,3573340,3647694,13641,AMD Million
Armenia,Deposit Interest Rate,6.25,6.25,9.25,2.75,percent
Armenia,Foreign Exchange Reserves,3591,3403,4217,374,USD Million
Armenia,Lending Rate,9.25,9.25,12.25,5.75,percent
Armenia,Balance of Trade,-264,-372,96.8,-1113,USD Million
Armenia,Current Account,-297,47.8,328,-534,USD Million
Armenia,Current Account to GDP,-3.4,0.1,0.1,-22,percent of GDP
Armenia,Exports,945,812,1860,34.21,USD Million
Armenia,Imports,1209,1184,2782,78.72,USD Million
Armenia,External Debt,15920,15459,15920,1156,USD Million
Armenia,Capital Flows,-276,-208,406,-694,USD Million
Armenia,Gold Reserves,0,0,1.4,0,Tonnes
Armenia,Foreign Direct Investment,15.6,-48.6,420,-77.4,USD Million
Armenia,Remittances,250,346,743,98.1,USD Million
Armenia,Terms of Trade,95.9,103,140,62.4,points
Armenia,Terrorism Index,0.42,0,1.96,0,Points
Armenia,Tourist Arrivals,510387,435775,1014995,0,Thousand
Armenia,Government Debt to GDP,48.1,49.27,63.47,14.25,percent of GDP
Armenia,Government Budget,-2.3,-2.3,-0.7,-7.5,percent of GDP
Armenia,Government Budget Value,15460,-261566,149918,-261566,AMD Million
Armenia,Government Revenues,546142,688244,1198833,54380,AMD Million
Armenia,Government Debt,4522,4573,4573,491,AMD Billion
Armenia,Fiscal Expenditure,530683,949810,949810,58587,AMD Million
Armenia,Corruption Index,47,46,49,25,Points
Armenia,Corruption Rank,62,63,129,58,
Armenia,Credit Rating,38,,,,
Armenia,Government Spending,175734,482011,482011,15856,AMD Million
Armenia,Government Spending to GDP,26.9,26.4,30.6,23.6,percent of GDP
Armenia,Military Expenditure,1330,795,1330,0,USD Million
Armenia,Corporate Tax Rate,18,18,20,18,percent
Armenia,Personal Income Tax Rate,20,20,36,20,percent
Armenia,Sales Tax Rate,20,20,20,20,percent
Armenia,Social Security Rate,10,10,23,5,percent
Armenia,Social Security Rate For Companies,5,5,15,2.5,percent
Armenia,Social Security Rate For Employees,5,5,8,2.5,percent
Armenia,Withholding Tax Rate,10,10,10,10,percent
Armenia,Industrial Production,2.1,2.2,36.4,-20.9,percent
Armenia,Industrial Production Mom,2,-2.5,32.1,-46.1,percent
Armenia,Manufacturing Production,2.5,3.1,54.4,-19.3,percent
Armenia,Leading Economic Index,5.6,6.2,23.4,-16.7,percent
Armenia,Changes in Inventories,-26279,-88262,107360,-88262,AMD Million
Armenia,Mining Production,-5.4,-10.7,91,-29.1,percent
Armenia,Retail Sales YoY,14.9,14,48.1,-33.1,percent
Armenia,Consumer Credit,1188339,1170018,1188339,37915,AMD Million
Armenia,Consumer Spending,1381388,1668062,1668062,202409,AMD Million
Armenia,Construction Output,16.5,17.7,87.7,-51,percent
Aruba,Inflation Rate,2.8,2.4,12.66,-4.68,percent
Aruba,Balance of Trade,-632,-680,-268,-745,AWG Million
Aruba,Government Budget,-1.3,-8.5,4.8,-17.8,percent of GDP
Aruba,Corporate Tax Rate,25,25,35,25,percent
Aruba,Personal Income Tax Rate,52,52,60.1,52,percent
Aruba,GDP,3.54,3.1,3.54,0.41,USD Billion
Aruba,Inflation Rate,2.8,2.4,12.66,-4.68,percent
Aruba,Consumer Price Index CPI,109,109,109,66.46,points
Aruba,CPI Housing Utilities,112,112,112,66.21,points
Aruba,CPI Transportation,114,114,130,64.67,points
Aruba,Food Inflation,2.8,2.6,15.79,-4,percent
Aruba,Inflation Rate MoM,0.4,-0.6,2.5,-4.6,percent
Aruba,Deposit Interest Rate,1.8,1.7,6.7,1.2,percent
Aruba,Balance of Trade,-632,-680,-268,-745,AWG Million
Aruba,Exports,47.2,54.7,99.8,21,AWG Million
Aruba,Imports,679,734,796,309,AWG Million
Aruba,Gold Reserves,3.11,3.11,3.11,3.11,Tonnes
Aruba,Government Budget,-1.3,-8.5,4.8,-17.8,percent of GDP
Aruba,Credit Rating,55,,,,
Aruba,Corporate Tax Rate,25,25,35,25,percent
Aruba,Personal Income Tax Rate,52,52,60.1,52,percent
Aruba,Sales Tax Rate,4,4,4,1.5,percent
Aruba,Withholding Tax Rate,0,0,0,0,percent
Australia,Currency,0.69,0.69,1.49,0.48,
Australia,Stock Market,8226,8212,8286,1358,points
Australia,GDP Growth Rate,0.2,0.2,4.4,-6.9,percent
Australia,GDP Annual Growth Rate,1,1.3,10.6,-6.1,percent
Australia,Unemployment Rate,4.2,4.2,11.2,3.5,percent
Australia,Inflation Rate,3.8,3.6,23.9,-1.3,percent
Australia,Inflation Rate MoM,1,1,7.55,-1.9,percent
Australia,Interest Rate,4.35,4.35,17.5,0.1,percent
Australia,Balance of Trade,6009,5425,19862,-3474,AUD Million
Australia,Current Account,-10725,-6289,22093,-21612,AUD Million
Australia,Current Account to GDP,-1.6,-0.9,4,-7.3,percent of GDP
Australia,Government Debt to GDP,43.8,42.8,43.8,-3.4,percent of GDP
Australia,Government Budget,0.9,-1.4,2.2,-6.4,percent of GDP
Australia,Business Confidence,-4,1,23,-68,points
Australia,Manufacturing PMI,46.7,48.5,60.4,44,points
Australia,Services PMI,50.6,52.5,58.8,19.5,points
Australia,Consumer Confidence,84.6,85,124,64.6,points
Australia,Retail Sales MoM,0,0.5,16.1,-17.1,percent
Australia,Building Permits,14797,13398,23029,8684,
Australia,Corporate Tax Rate,30,30,49,30,percent
Australia,Personal Income Tax Rate,45,45,47,45,percent
Australia,GDP Growth Rate,0.2,0.2,4.4,-6.9,percent
Australia,GDP Annual Growth Rate,1,1.3,10.6,-6.1,percent
Australia,GDP,1724,1693,1724,18.61,USD Billion
Australia,GDP Constant Prices,612180,610808,612180,74010,AUD Million
Australia,Gross National Product,577955,581697,581916,62588,AUD Million
Australia,Gross Fixed Capital Formation,143183,143343,144481,11370,AUD Million
Australia,GDP per Capita,61341,60973,61341,19768,USD
Australia,GDP per Capita PPP,59456,59100,59456,34924,USD
Australia,Full Year GDP Growth,1.5,3.1,7.2,-2.2,percent
Australia,GDP External Demand Contribution,0.2,-0.9,4.3,-3.1,percentage points
Australia,GDP from Agriculture,16062,16100,16983,4620,AUD Million
Australia,GDP from Construction,40178,39997,41001,9400,AUD Million
Australia,GDP from Manufacturing,31293,31073,35640,18855,AUD Million
Australia,GDP from Mining,80318,80555,83955,11202,AUD Million
Australia,GDP from Public Administration,31481,31303,31481,8457,AUD Million
Australia,GDP from Utilities,11671,11523,11671,3773,AUD Million
Australia,Unemployment Rate,4.2,4.2,11.2,3.5,percent
Australia,Employed Persons,14459,14411,14459,5998,Thousand
Australia,Unemployed Persons,627,637,1002,365,Thousand
Australia,Full Time Employment,-3100,64800,131145,-227867,Persons
Australia,Part Time Employment,50600,-15800,256665,-353470,Persons
Australia,Employment Change,47500,48900,375111,-581337,Persons
Australia,Labor Force Participation Rate,67.1,67.1,67.1,60.1,percent
Australia,Youth Unemployment Rate,10,9.9,20.1,7.2,percent
Australia,Labour Costs,115,113,115,39,points
Australia,Productivity,94.9,95.7,101,52.5,points
Australia,Job Vacancies,353,362,477,26.8,Thousand
Australia,Job Advertisements,-2.1,-2.7,21,-43.2,percent
Australia,Wages,1481,1433,1481,59.1,AUD/Week
Australia,Minimum Wages,916,883,916,522,AUD/week
Australia,Wage Growth,4.1,4.1,4.3,1.3,percent
Australia,Wages in Manufacturing,1669,1631,1669,333,AUD/Week
Australia,Population,26.97,26.27,26.97,10.39,Million
Australia,Retirement Age Women,67,67,67,62,Years
Australia,Retirement Age Men,67,67,67,65,Years
Australia,Employment Rate,64.3,64.2,64.4,54,percent
Australia,Inflation Rate,3.8,3.6,23.9,-1.3,percent
Australia,Inflation Rate MoM,1,1,7.55,-1.9,percent
Australia,Consumer Price Index CPI,139,137,139,4.2,points
Australia,Core Consumer Prices,137,136,137,29.83,points
Australia,Core Inflation Rate,3.9,4,10.7,1.1,percent
Australia,GDP Deflator,110,110,110,5.37,points
Australia,Producer Prices,131,129,131,70.7,points
Australia,Producer Prices Change,4.8,4.3,6.4,-1.5,percent
Australia,Export Prices,160,170,190,16.3,points
Australia,Import Prices,133,132,138,51.5,points
Australia,Food Inflation,3.3,3.8,20.6,-3.2,percent
Australia,Commodity Prices YoY,-5.2,-4.1,61.6,-32.8,percent
Australia,Export Prices MoM,-5.9,-2.1,16.1,-20.6,percent
Australia,GDP Chain Price Index,110,111,111,31.8,points
Australia,Import Prices MoM,1,-1.8,12.8,-6.4,percent
Australia,MI Inflation Gauge MoM,-0.1,0.4,1.2,-1.2,percent
Australia,Monthly CPI Indicator,2.7,3.5,8.4,-0.2,percent
Australia,Producer Price Inflation MoM,1,0.9,1.9,-1.2,percent
Australia,Rent Inflation,7.3,7.8,17.2,-1.4,percent
Australia,Services Inflation,4.5,4.3,26.2,-3.5,percent
Australia,Trimmed Mean CPI QoQ,0.8,1,1.8,0,percent
Australia,Weighted Median CPI QoQ,0.8,1.1,1.8,0.1,percent
Australia,Weighted Median CPI YoY,4.1,4.4,6,1.2,percent
Australia,CPI Housing Utilities,150,149,150,10.3,points
Australia,CPI Transportation,132,131,132,11.3,points
Australia,Inflation Expectations,4.4,4.5,8.6,2.8,percent
Australia,Interest Rate,4.35,4.35,17.5,0.1,percent
Australia,Interbank Rate,4.34,4.34,20.77,0.03,percent
Australia,Money Supply M0,341,342,575,4.09,AUD Billion
Australia,Money Supply M1,1696,1713,1713,8.46,AUD Billion
Australia,Money Supply M3,3065,3067,3067,10.29,AUD Billion
Australia,Central Bank Balance Sheet,424168,421532,647450,30418,AUD Million
Australia,Foreign Exchange Reserves,96171,94388,96171,1126,AUD Million
Australia,Loans to Private Sector,1190,1186,1190,0,AUD Billion
Australia,Deposit Interest Rate,3.35,3.5,17.25,0.05,percent
Australia,Bank Bill Swap Rate,4.43,4.44,4.49,3.51,percent
Australia,Loan Growth,5.7,5.7,25.5,-1.8,percent
Australia,Private Debt to GDP,181,182,207,121,percent
Australia,Balance of Trade,6009,5425,19862,-3474,AUD Million
Australia,Current Account,-10725,-6289,22093,-21612,AUD Million
Australia,Current Account to GDP,-1.6,-0.9,4,-7.3,percent of GDP
Australia,Exports,43803,43515,55864,359,AUD Million
Australia,Imports,37794,38090,39234,267,AUD Million
Australia,External Debt,2452309,2425773,2452309,147312,AUD Million
Australia,Terms of Trade,120,129,144,47.5,points
Australia,Capital Flows,9247,9684,27012,-21966,AUD Million
Australia,Foreign Direct Investment,45000,91400,91400,-37051,AUD Million
Australia,Tourist Arrivals,658970,587760,1077720,2250,
Australia,Gold Reserves,79.87,79.87,79.87,48.83,Tonnes
Australia,Crude Oil Production,269,256,781,238,BBL/D/1K
Australia,Terrorism Index,1.48,1.83,3.09,0,Points
Australia,Weapons Sales,67,33,413,2,SIPRI TIV Million
Australia,Government Debt to GDP,43.8,42.8,43.8,-3.4,percent of GDP
Australia,Government Budget,0.9,-1.4,2.2,-6.4,percent of GDP
Australia,Government Budget Value,18882,10755,23999,-36988,AUD Million
Australia,Government Spending,137847,135935,137847,10639,AUD Million
Australia,Government Revenues,77341,65361,77415,510,AUD Million
Australia,Fiscal Expenditure,57753,54607,79545,790,AUD Million
Australia,Corruption Index,75,75,88.6,73,Points
Australia,Corruption Rank,14,13,18,7,
Australia,Credit Rating,100,,,,
Australia,Government Debt,486092,503370,626303,-50019,AUD Million
Australia,Government Spending to GDP,26.8,31.6,31.6,18.3,percent of GDP
Australia,Military Expenditure,32340,32445,32718,0,USD Million
Australia,Corporate Tax Rate,30,30,49,30,percent
Australia,Personal Income Tax Rate,45,45,47,45,percent
Australia,Sales Tax Rate,10,10,10,10,percent
Australia,Social Security Rate,13.5,13,13.5,10.5,percent
Australia,Social Security Rate For Companies,11.5,11,11.5,9,percent
Australia,Social Security Rate For Employees,2,2,2,1.5,percent
Australia,Withholding Tax Rate,10,10,10,10,percent
Australia,Business Confidence,-4,1,23,-68,points
Australia,Manufacturing PMI,46.7,48.5,60.4,44,points
Australia,Services PMI,50.6,52.5,58.8,19.5,points
Australia,Industrial Production,-0.1,0.6,14.5,-7.6,percent
Australia,Industrial Production Mom,0.1,0.3,5.7,-7.1,percent
Australia,Manufacturing Production,0.2,-0.1,9.7,-11.7,percent
Australia,Capacity Utilization,82.7,83.5,86.3,71.45,percent
Australia,New Orders,7,10,71,-37,points
Australia,Changes in Inventories,986,2805,7410,-4759,AUD Million
Australia,Bankruptcies,1167,1238,1249,192,Companies
Australia,Corporate Profits,129633,136919,149610,12032,AUD Million
Australia,Car Registrations,15166,17291,63768,9157,Units
Australia,Total Vehicle Sales,98328,99486,134171,35596,Units
Australia,Leading Economic Index,-0.1,0,0.69,-1.92,percent
Australia,Small Business Sentiment,-3,-7,19.77,-21.19,points
Australia,Building Capital Expenditure,-3.8,-0.9,53.2,-19.3,percent
Australia,Composite Leading Indicator,99.58,99.48,104,95.99,points
Australia,Industry Index,-23.5,-20.7,22.8,-43.6,points
Australia,Industry Index Business Services,-13.2,-18.1,26.1,-40.3,points
Australia,Industry Index Construction,-38.1,-23.2,23.9,-68.1,points
Australia,Industry Index Manufacturing,-30.8,-19.5,21.5,-34.1,points
Australia,Plant Machinery Capital Expenditure,-0.5,3.7,21.6,-10.2,percent
Australia,Business Inventories,0.1,1.5,3.2,-3.2,percent
Australia,Composite PMI,49.8,51.7,58.9,21.7,points
Australia,Mining Production,-0.8,0.5,25.3,-17,percent
Australia,Private Investment,-2.2,1.9,17.2,-8.2,percent
Australia,Consumer Confidence,84.6,85,124,64.6,points
Australia,Retail Sales MoM,0,0.5,16.1,-17.1,percent
Australia,Retail Sales YoY,2.3,2.9,24.8,-8.7,percent
Australia,Consumer Spending,304335,304859,304859,35754,AUD Million
Australia,Disposable Personal Income,395857,392152,395857,3107,AUD Million
Australia,Personal Savings,0.6,0.6,24.1,-2.4,percent
Australia,Consumer Credit,2289,2283,2289,89,AUD Billion
Australia,Private Sector Credit,0.5,0.5,2.9,-0.5,percent
Australia,Consumer Confidence MoM,-0.5,2.8,18,-17.7,percent
Australia,Housing Credit,0.4,0.5,3,-0.4,percent
Australia,Bank Lending Rate,10.79,10.79,21.05,6.51,percent
Australia,Gasoline Prices,1.19,1.24,1.67,0.46,USD/Liter
Australia,Households Debt to GDP,110,110,124,34.2,percent of GDP
Australia,Building Permits,14797,13398,23029,8684,
Australia,New Home Sales,3758,3808,16708,3004,Units
Australia,Apartment Permits,5234,3963,12789,1487,
Australia,Average House Prices,973,958,973,486,AUD Thousand
Australia,Building Permits MoM,10.4,-6.4,41,-29.8,percent
Australia,Building Permits YoY,14.3,-3.4,63.5,-43.1,percent
Australia,CoreLogic Dwelling Prices MoM,0.5,0.5,5.5,-2.9,percent
Australia,Houses Permits,9252,9199,14073,5865,
Australia,Investment Lending for Homes,11016,10728,11582,3881,AUD Million
Australia,Mortgage Rate,6.05,6.03,6.05,2.63,Percent
Australia,Private House Approvals,0.6,-0.5,21.8,-18.9,percent
Australia,Construction Output,0.1,-2,17.9,-18.9,percent
Australia,Home Loans,18876,18344,23318,5990,AUD Million
Australia,Home Ownership Rate,66,66.2,71.4,66,percent
Australia,Residential Property Prices,9.6,7.3,37.57,-7.42,Percent
Australia,Hospital Beds,3.84,3.82,9.65,3.74,per 1000 people
Australia,Hospitals,52.19,52.76,67.96,52.19,per one million people
Australia,Medical Doctors,4.22,4.1,4.22,2.62,per 1000 people
Australia,Nurses,14.07,13.43,14.07,11.84,per 1000 people
Austria,Currency,1.12,1.12,1.87,0.64,
Austria,Stock Market,3621,3648,5011,434,points
Austria,GDP Growth Rate,-0.4,0.1,11.3,-11.2,percent
Austria,GDP Annual Growth Rate,-0.6,-1.1,12.2,-13.2,percent
Austria,Unemployment Rate,6.7,6.4,12.8,0.8,percent
Austria,Inflation Rate,2.3,2.9,11.2,-3,percent
Austria,Inflation Rate MoM,-0.2,0,5.2,-2.6,percent
Austria,Interest Rate,3.65,4.25,4.75,0,percent
Austria,Balance of Trade,488,2.5,1936,-2684,EUR Million
Austria,Current Account,681,8116,8116,-3100,EUR Million
Austria,Current Account to GDP,2.7,-0.3,4.5,-5.1,percent of GDP
Austria,Government Debt to GDP,77.8,78.4,84.9,56.1,percent of GDP
Austria,Government Budget,-2.7,-3.3,0.6,-8,percent of GDP
Austria,Manufacturing PMI,42.8,44.4,67,31.6,points
Austria,Consumer Confidence,-12.7,-14.7,3.9,-34.3,points
Austria,Retail Sales MoM,1.8,-2.3,26.1,-15.7,percent
Austria,Corporate Tax Rate,23,24,55,23,percent
Austria,Personal Income Tax Rate,55,55,55,50,percent
Austria,GDP Growth Rate,-0.4,0.1,11.3,-11.2,percent
Austria,GDP Annual Growth Rate,-0.6,-1.1,12.2,-13.2,percent
Austria,GDP,516,471,516,6.59,USD Billion
Austria,GDP Constant Prices,92946,96082,97596,36766,EUR Million
Austria,Gross National Product,477,447,477,55.43,EUR Billion
Austria,Gross Fixed Capital Formation,22422,20493,25716,8070,EUR Million
Austria,GDP per Capita,45852,46698,46698,11961,USD
Austria,GDP per Capita PPP,64644,65837,65837,44186,USD
Austria,Full Year GDP Growth,-0.7,4.8,4.8,-6.6,percent
Austria,Unemployment Rate,6.7,6.4,12.8,0.8,percent
Austria,Employed Persons,4441,4498,4532,3606,Thousand
Austria,Unemployed Persons,287458,275000,522253,22344,
Austria,Long Term Unemployment Rate,1.1,1,2.5,0.9,percent
Austria,Youth Unemployment Rate,9.7,9.6,15.2,5,percent
Austria,Labour Costs,158,130,158,69.56,points
Austria,Job Vacancies,94504,97915,141139,11240,
Austria,Wages,2736,2617,2736,1651,EUR/Month
Austria,Wages in Manufacturing,138,138,138,54.87,points
Austria,Population,9.16,9.1,9.16,7.03,Million
Austria,Retirement Age Women,60.5,60,60.5,60,Years
Austria,Retirement Age Men,65,65,65,65,Years
Austria,Job Vacancy Rate,4,4.5,5.5,1.3,percent
Austria,Employment Change,-0.2,0.2,3,-3.9,percent
Austria,Employment Rate,74,73.3,74.9,65.3,percent
Austria,Full Time Employment,3039,3006,3154,2796,Thousand
Austria,Labor Force Participation Rate,77.9,77.6,79,57.3,percent
Austria,Part Time Employment,1355,1345,1355,554,Thousand
Austria,Productivity,105,105,107,75.1,points
Austria,Inflation Rate,2.3,2.9,11.2,-3,percent
Austria,Inflation Rate MoM,-0.2,0,5.2,-2.6,percent
Austria,Consumer Price Index CPI,124,124,124,8.4,points
Austria,Harmonised Consumer Prices,134,134,134,70.2,points
Austria,GDP Deflator,129,127,129,73.1,points
Austria,Producer Prices,117,117,127,77.9,points
